,All stations,All stations,All stations,All stations,All stations
,SH,SE,LT,SUM,ORG
2020-12-21,0.8936870452674839,-12.591682706660663,286.83799566139317,275.14,275.14
2020-12-22,-0.10377534156384627,-12.700651680219437,286.84442702178325,274.03999999999996,274.03999999999996
2020-12-23,1.592708872427977,-12.803585231221462,286.85087635879347,275.64,275.64
2020-12-24,0.18289751440329383,-12.900240595108983,286.8573430807057,274.14,274.14
2020-12-25,-2.7334980740740775,-12.990328623177334,286.8638266972514,271.14,271.14
2020-12-26,-3.6568123786008186,-13.073514332372554,286.87032671097336,270.14,270.14
2020-12-27,-0.5874134650205747,-13.149429011629877,286.87684247665044,273.14,273.14
2020-12-28,-1.8256729547325108,-13.217700215938692,286.8833731706712,271.84,271.84
2020-12-29,-1.4719421893004778,-13.277975833433231,286.8899180227337,272.14,272.14
2020-12-30,-0.4265248395061576,-13.329951355003288,286.89647619450943,273.14,273.14
2020-12-31,1.410381958847779,-13.373429007525772,286.903047048678,274.94,274.94
2021-01-01,0.6386652181070076,-13.40829525240622,286.9096300342992,274.14,274.14
2021-01-02,0.25830663374489404,-13.434526401568746,286.91621976782386,273.74,273.74
2021-01-03,0.5693844279834934,-13.452200448976612,286.9228160209931,274.03999999999996,274.03999999999996
2021-01-04,-0.32796431275721716,-13.461454389294772,286.929418702052,273.14,273.14
2021-01-05,-1.3335815637859696,-13.462446194389656,286.9360277581756,272.14,272.14
2021-01-06,-0.8472724279835688,-13.455370716568495,286.94264314455205,272.64,272.64
2021-01-07,-1.7688234873603506,-13.44044126209377,286.94926474945413,271.74,271.74
2021-01-08,-1.3980166844842188,-13.417875948391043,286.95589263287525,272.14,272.14
2021-01-09,-1.934628613394807,-13.38789844220463,286.9625270555994,271.64,271.64
2021-01-10,-1.878436242934015,-13.350732053220327,286.96916829615435,271.74,271.74
2021-01-11,-1.229258945235813,-13.306557448229455,286.97581639346527,272.44,272.44
2021-01-12,-0.5870206521051387,-13.255450600924178,286.9824712530293,273.14,273.14
2021-01-13,0.34821028426716794,-13.197343202711806,286.9891329184446,274.14,274.14
2021-01-14,0.7761730355899203,-13.131974512008526,286.9958014764186,274.64,274.64
2021-01-15,2.296360872970695,-13.058837697846684,287.002476824876,276.24,276.24
2021-01-16,3.1081004831547148,-12.977259362655957,287.00915887950123,277.14,277.14
2021-01-17,3.0106357874553282,-12.886483349976174,287.01584756252083,277.14,277.14
2021-01-18,2.7031891763215867,-12.785731980432729,287.02254280411114,276.94,276.94
2021-01-19,3.7850269908198584,-12.674271650218486,287.0292446593986,278.14,278.14
2021-01-20,3.555526551440323,-12.551479728049799,287.03595317660944,278.03999999999996,278.03999999999996
2021-01-21,-5.485790031203351,-12.416878275874012,287.04266830707735,269.14,269.14
2021-01-22,-6.639217230769248,-12.270172725709244,287.0493899564785,268.14,268.14
2021-01-23,-5.30484565893363,-12.111272391339241,287.05611805027286,269.64,269.64
2021-01-24,-4.982559681273472,-11.940292830725014,287.06285251199847,270.14,270.14
2021-01-25,-3.5720237984895675,-11.757569610306518,287.0695934087961,271.74,271.74
2021-01-26,-2.3726222526115635,-11.56371864247268,287.07634089508423,273.14,273.14
2021-01-27,-2.0833712010129943,-11.35972399841171,287.0830951994247,273.64,273.64
2021-01-28,-0.202852169492985,-11.147004397193314,287.0898565666863,275.74,275.74
2021-01-29,2.9708127396554573,-10.927438113822006,287.09662537416654,279.14,279.14
2021-01-30,1.7399707596436542,-10.703372360763751,287.1034016011201,278.14,278.14
2021-01-31,-0.7926664977162545,-10.477518466064907,287.11018496378114,275.84,275.84
2021-02-01,-1.5241721119703016,-10.252803352847934,287.1169754648182,275.34,275.34
2021-02-02,0.44849013774700097,-10.032263473810474,287.12377333606344,277.53999999999996,277.53999999999996
2021-02-03,0.5283651636593731,-9.818943840591373,287.130578676932,277.84,277.84
2021-02-04,1.4183843635870517,-9.615775646120767,287.1373912825337,278.94,278.94
